practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
,,1,,,Verdadero,Falso,f,A,congruent_right,Cuando era niña Inés saltaba la cuerda mucho ,0,0,0,0,j,0,211,Inés sabe saltar la cuerda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,40,,,,,,,,,,,,,,,,,,0.9682157770148478,0.9581858949968591,0.9682157770148478,0.43476092303171754,0.4055688449880108,1.4029767000465654,0.40068142500240356,0.37200525001389906,1.803658125048969,0.5019214699859731,0.47304580302443355,2.305579595034942,1.0027899849810638,0.9698150799958967,3.308369580016006,0.9355712450342253,0.9073868450359441,4.243940825050231,0.46740330499596894,0.4388010429684073,4.7113441300462,0.3851392899523489,0.3518492150469683,5.096483419998549,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.41817158000776544,f,1,1.7085660099983215,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,306,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.7916958270361647,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,El pescado está listo para comer,0,0,0,0,f,0,229,Vamos a comer pescado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,58,,,,,,,,,,,,,,,,,,0.8004755530273542,0.7923708420130424,0.8004755530273542,0.3347481419914402,0.3045797329978086,1.1352236950187944,0.36811821500305086,0.33841668197419494,1.5033419100218453,1.186412075010594,1.1539619020186365,2.6897539850324392,0.48401845997432247,0.4555432730121538,3.1737724450067617,0.6352944480022416,0.6048636100022122,3.8090668930090033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.534974064968992,f,1,3.59699351497693,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,305,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6394090669928119,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando Dora ganó la lotería se compró un reloj de diamantes,0,0,0,1,j,0,216,Dora ahorró todo el dinero que ganó. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,45,,,,,,,,,,,,,,,,,,0.7344982419745065,0.7241341050248593,0.7344982419745065,0.31569754402153194,0.28748485300457105,1.0501957859960385,0.7013965650112368,0.6521707049687393,1.7515923510072753,1.2555759839597158,1.225859791971743,3.007168334966991,1.052700762054883,1.0238702800124884,4.059869097021874,0.7683122899616137,0.7388141230330803,4.828181386983488,0.43515356502030045,0.40554283797973767,5.263334952003788,0.4163341380190104,0.37072138499934226,5.679669090022799,0.3335463329567574,0.3025079700164497,6.013215422979556,0.36893403402063996,0.33431430702330545,6.382149457000196,0.40133646997855976,0.37037836702074856,6.783485926978756,,,,,,,,,,,,,,,,,j,1,0.45501038298243657,j,1,4.565627545001917,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,La profesora dejó la galleta que compró en el mercado en su cartera durante la clase,1,1,0,0,f,0,13,La galleta estaba en la cartera durante la clase.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,12,,,,,,,,,,,,,,,,,,0.5835749699617736,0.5689048640197143,0.5835749699617736,0.2504035950405523,0.22287158202379942,0.8339785650023259,0.21751484996639192,0.1892965770093724,1.0514934149687178,0.7683889670297503,0.7399843150051311,1.8198823819984682,0.9030376099981368,0.874477242003195,2.722919991996605,0.6016068299650215,0.569819588039536,3.3245268219616264,2.205976998026017,2.1775489170104265,5.5305038199876435,1.369843624997884,1.3240744900540449,6.9003474449855275,0.4009179300046526,0.371961523022037,7.30126537499018,0.35088577499845996,0.32194590801373124,7.65215114998864,0.5683395749656484,0.5383988280082121,8.220490724954288,0.43374273704830557,0.4004660349455662,8.654233462002594,0.3187095129978843,0.2883860499714501,8.972942975000478,,,,0.4503607469960116,0.40528685302706435,9.42330372199649,,,,,f,1,0.417638078040909,j,0,7.809756615024526,,,,None,None,1.0871557229547761,1.0540871450211853,10.510459444951266,0.43415913701755926,0.38908096798695624,10.944618581968825,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Mientras el maestro descansaba el violín resonaba por todo el salón,0,1,1,0,j,0,125,El maestro tocaba el piano.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,22,,,,,,,,,,,,,,,,,,0.7003563949838281,0.6835481679881923,0.7003563949838281,0.31778991501778364,0.28427886503050104,1.0181463100016117,0.6517915150034241,0.6233919200021774,1.6699378250050358,0.4011331899673678,0.3676805730210617,2.0710710149724036,0.969132830039598,0.9396438369876705,3.0402038450120017,0.5346112949773669,0.5058740800013766,3.5748151399893686,0.9532310329959728,0.9248476949869655,4.528046172985341,1.0355053520179354,1.0080435969866812,5.563551525003277,0.5018973429687321,0.4728831219836138,6.065448867972009,0.31709095201222226,0.27131231199018657,6.382539819984231,0.38437040999997407,0.35588936699787155,6.766910229984205,,,,,,,,,,,,,,,,,j,1,0.9066078320029192,j,1,2.5893021629890427,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,j,A,congruent_left,La familia tenía una mesa antigua en el porche de su casa,0,0,0,0,f,0,201,La mesa antigua está en el comedor.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,30,,,,,,,,,,,,,,,,,,0.6339440050069243,0.622713255987037,0.6339440050069243,0.28464806702686474,0.2551152530359104,0.918592072033789,0.3503629949991591,0.31752579199383035,1.2689550670329481,0.6353453099727631,0.6063433699891903,1.9043003770057112,0.5505803800188005,0.5183678699540906,2.4548807570245117,1.0365060979966074,1.0071425630012527,3.491386855021119,1.2863447950221598,1.2566846900153905,4.777731650043279,0.4182935850112699,0.3891854449757375,5.196025235054549,0.3671172219910659,0.3387694980483502,5.563142457045615,0.41826708998996764,0.38955648796400055,5.981409547035582,0.4170415150001645,0.38441751699429005,6.398451062035747,0.4183886179816909,0.39264893799554557,6.816839680017438,,,,,,,,,,,,,,f,1,0.9565934800193645,j,1,2.7912401399808004,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los alumnos metieron la prueba que la maestra les dio en sus bolsas antes de irse,0,1,1,0,f,0,140,La maestra se quedó con las pruebas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,29,,,,,,,,,,,,,,,,,,0.6500544330338016,0.6350220059975982,0.6500544330338016,0.26802233699709177,0.2378172500175424,0.9180767700308934,0.25104744802229106,0.22215266997227445,1.1691242180531844,0.7844419319881126,0.7391639800043777,1.953566150041297,1.3878335529589094,1.3590631400002167,3.3413997030002065,0.7512087070499547,0.7055395249626599,4.092608410050161,1.0694595949607901,1.036998062976636,5.162068005010951,0.5349872229853645,0.5053917079931125,5.697055227996316,0.6690838770009577,0.6403711820021272,6.3661391049972735,0.4176123780198395,0.3684116820222698,6.783751483017113,0.3343491950072348,0.3017560950247571,7.118100678024348,0.4006212549866177,0.37097928300499916,7.518721933010966,0.5520027769962326,0.5191952100140043,8.070724710007198,,,,1.469445203023497,1.4396689239656553,9.540169913030695,,,,,f,1,0.5691699049784802,j,1,3.146342510008253,,,,None,None,0.8031867049867287,0.7695176400011405,10.343356618017424,0.45093975198687986,0.42266728304093704,10.794296370004304,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_left,Antes de correr su primer maratón María tuvo que correr mucho para practicar,0,0,0,1,f,0,210,María corrió el maratón sin entrenarse.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,39,,,,,,,,,,,,,,,,,,0.5494323449674994,0.5348453160258941,0.5494323449674994,0.26815734000410885,0.2370224319747649,0.8175896849716082,0.3341849300195463,0.28444856498390436,1.1517746149911545,0.6186475399881601,0.5894196779699996,1.7704221549793147,0.5174875879893079,0.47175230202265084,2.2879097429686226,0.5350629650056362,0.48892715701367706,2.822972707974259,0.6336606629774906,0.6038307289709337,3.4566333709517494,0.46849244402255863,0.4387661700020544,3.925125814974308,0.31750830000964925,0.2897637280402705,4.242634114983957,0.5175493599963374,0.4871799880056642,4.760183474980295,0.7186513880151324,0.6890673910384066,5.478834862995427,0.5181031599640846,0.4732504709973,5.996938022959512,0.5358017460093834,0.4926682290388271,6.532739768968895,,,,,,,,,,,f,1,0.3717922850046307,j,0,3.395661030022893,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,single_left,Ana vació el lavaplatos en la cocina,0,0,0,1,f,0,206,Ana no ayudó con los quehaceres.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,35,,,,,,,,,,,,,,,,,,0.5826746569946408,0.5699196039931849,0.5826746569946408,0.2845214999979362,0.2378541849902831,0.867196156992577,0.31689028796972707,0.287723098997958,1.184086444962304,0.8693066970445216,0.8445330599788576,2.0533931420068257,0.5353705199668184,0.50884634105023,2.588763661973644,0.6579639140400104,0.6213541730539873,3.2467275760136545,0.6553517199936323,0.6391917779692449,3.9020792960072868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.6020301170065068,j,1,4.11307218397269,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_right,Mi hermana guardó en su celular el número del chico guapo,0,0,0,1,j,0,208,A mi hermana le gustaría salir con el chico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,37,,,,,,,,,,,,,,,,,,0.63313485897379,0.5916909539955668,0.63313485897379,0.2839119840064086,0.24000919697573408,0.9170468429801986,0.3172479720087722,0.2751061870367266,1.2342948149889708,0.9019965929910541,0.8519846559502184,2.136291407980025,0.4348910750122741,0.40522208501352,2.571182482992299,0.35114147199783474,0.32359605201054364,2.9223239549901336,0.6515879380167462,0.6055313770193607,3.57391189300688,0.5344858349999413,0.48796852998202667,4.108397728006821,0.43427268200321123,0.40409483399707824,4.542670410010032,0.35167317499872297,0.31798907998017967,4.894343585008755,0.4848627309547737,0.45689138903981075,5.379206315963529,,,,,,,,,,,,,,,,,j,1,0.6750244629802182,f,1,3.949512601015158,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,309,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.43727054295595735,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Paco dejó los pantalones que compró en la tienda en su cuarto cuando volvió,1,1,1,0,j,1,11,A Paco los pantalones se le quedaron en la tienda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,10,,,,,,,,,,,,,,,,,,0.5331255969940685,0.5139824990183115,0.5331255969940685,0.3018057629815303,0.2693625949905254,0.8349313599755988,0.9359790820162743,0.9075421270099469,1.770910441991873,0.7162120940047316,0.6668914209585637,2.4871225359966047,1.3369520420092158,1.3061288699973375,3.8240745780058205,0.4355439689825289,0.40703414799645543,4.259618546988349,1.0196894929977134,0.9917219249764457,5.279308039986063,0.5686177850002423,0.5389850250212476,5.847925824986305,0.39886522298911586,0.3678516509826295,6.246791047975421,0.4201825869968161,0.385012420010753,6.666973634972237,0.48429939203197137,0.4556182969827205,7.151273027004208,0.5685777479666285,0.5402506199898198,7.719850774970837,0.568349905021023,0.5370873319916427,8.28820067999186,,,,0.635348901967518,0.6025500049581751,8.923549581959378,,,,,j,1,0.4869645500439219,f,0,6.369138852984179,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,El empleado guardó los archivos que recibió en una carpeta después de revisarlos,0,1,1,0,f,0,132,El empleado tiró los documentos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,25,,,,,,,,,,,,,,,,,,0.5492896640207618,0.5300359749817289,0.5492896640207618,0.3183391880011186,0.2689739540219307,0.8676288520218804,0.30132355802925304,0.27203825500328094,1.1689524100511335,1.5872072399943136,1.5581614979892038,2.756159650045447,1.1514041550108232,1.120643383008428,3.90756380505627,1.522322409960907,1.4922878610086627,5.429886215017177,0.45104432001244277,0.41797728301025927,5.88093053502962,0.635596384992823,0.6064109230064787,6.516526920022443,0.4846714269951917,0.4559833250241354,7.001198347017635,0.6165830899844877,0.5864664310356602,7.617781437002122,1.47066235501552,1.441574870957993,9.088443792017642,1.5555868750088848,1.527641847031191,10.644030667026527,0.8186597329913639,0.7889521750039421,11.462690400017891,,,,,,,,,,,f,1,0.5871187120210379,j,1,5.483497240988072,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_right,María acomodó las revistas que Gabriela dejó bajo la cama en el librero cuando las encontró,1,1,1,0,j,1,15,Las revistas de Gabriela están escondidas bajo la cama.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,14,,,,,,,,,,,,,,,,,,0.6342474200064316,0.6184587189927697,0.6342474200064316,0.2673156469827518,0.2211698970058933,0.9015630669891834,0.2988970550359227,0.2694042020011693,1.200460122025106,0.8376287399441935,0.8045476999832317,2.0380888619692996,0.43305838404921815,0.4032888349611312,2.4711472460185178,0.5528770289965905,0.523359349987004,3.0240242750151083,0.6013155200053006,0.5552877520094626,3.625339795020409,0.46845610497985035,0.43992499297019094,4.093795900000259,1.1190395699813962,1.0738043619785458,5.2128354699816555,0.48456837999401614,0.45614391996059567,5.697403849975672,0.6004603520268574,0.570779790985398,6.297864202002529,1.035461204010062,1.0036313449963927,7.333325406012591,0.4011886669904925,0.3529248920385726,7.7345140730030835,,,,0.6176031790091656,0.5867986200028099,8.352117252012249,,,,,j,1,0.6251910520368256,f,0,5.701291748962831,,,,None,None,1.8892810139805079,1.8556992349913344,10.241398265992757,0.4693745810072869,0.43516569200437516,10.710772847000044,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,f,A,congruent_left,El mesero vació el vino que los clientes dejaron en la mesa en el fregadero después de que se fueron,1,1,0,0,f,0,17,Los clientes se fueron sin tomar todo el vino. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,16,,,,,,,,,,,,,,,,,,0.8685565720079467,0.8428273580502719,0.8685565720079467,0.35194215801311657,0.32312532502692193,1.2204987300210632,0.7848795449826866,0.7392643420025706,2.00537827500375,1.3037330569932237,1.2764465380460024,3.3091113319969736,1.2701217699795961,1.2419205919723026,4.57923310197657,1.5874304799945094,1.5415834200102836,6.166663581971079,0.4508570400066674,0.4050551499822177,6.6175206219777465,0.3840383130009286,0.35506954696029425,7.001558934978675,0.4850745950243436,0.45759452297352254,7.486633530003019,0.4670138760120608,0.4381249279831536,7.9536474060150795,0.9510937070008367,0.9202219289727509,8.904741113015916,0.5881236239802092,0.5564358099945821,9.492864736996125,0.36587089800741524,0.3390668450156227,9.85873563500354,,,,0.45073203096399084,0.4044446140178479,10.309467665967532,,,,,f,1,0.8263071759720333,f,1,4.8123425979865715,,,,None,None,0.33431673602899536,0.286508037999738,10.643784401996527,0.36723530798917636,0.3381634599645622,11.011019709985703,1.3530771150253713,1.3219552570371889,12.364096825011075,0.43717503000516444,0.40263221599161625,12.801271855016239,0.348920057003852,0.32007589598651975,13.150191912020091,0.5034106249804609,0.45718713698443025,13.653602537000552,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Jaime metió el chaleco que su pareja dejó en el clóset cuando regresaron,0,1,1,0,j,0,133,La pareja de Jaime no colgó su chaleco cuando volvió. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,26,,,,,,,,,,,,,,,,,,0.700496541976463,0.6787086579715833,0.700496541976463,0.30100336798932403,0.2716883569955826,1.001499909965787,0.752448647050187,0.7228432729607448,1.753948557015974,1.0687748699565418,1.036610933020711,2.822723426972516,0.8526158300228417,0.8247877979883924,3.6753392569953576,0.53534998500254,0.5065961070358753,4.210689241997898,2.172320550016593,2.1433683469658718,6.383009792014491,2.388102237950079,2.3595907110138796,8.77111202996457,0.3522229000227526,0.3238623589859344,9.123334929987323,0.7859517220058478,0.7528665999998339,9.90928665199317,0.3005754050100222,0.2720198699971661,10.209862057003193,0.6512890449957922,0.6059436770156026,10.861151101998985,0.6690259400056675,0.6394984970102087,11.530177042004652,,,,,,,,,,,j,1,0.8580298050073907,f,1,5.649110127997119,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,single_left,Mientras la esposa toca el piano el esposo lava los platos,0,0,0,1,f,0,214,La esposa sabe tocar un instrumento.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,43,,,,,,,,,,,,,,,,,,0.6176173799904063,0.6057007599738427,0.6176173799904063,0.3335733499843627,0.3046704370062798,0.9511907299747691,0.3680286249727942,0.3348506979527883,1.3192193549475633,0.31787482503568754,0.2850745319738053,1.6370941799832508,0.46772677497938275,0.43562658003065735,2.1048209549626336,0.46794825000688434,0.43985637999139726,2.572769204969518,0.5512187230051495,0.5211792950285599,3.1239879279746674,0.48506203200668097,0.45540255500236526,3.6090499599813484,0.3679503800231032,0.34378592198481783,3.9770003400044516,0.6346044079982676,0.5856874830205925,4.611604748002719,0.48406872496707365,0.45467098796507344,5.095673472969793,,,,,,,,,,,,,,,,,f,1,0.6715075600077398,f,1,5.603976346959826,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Cuando la participante se rindió la respuesta le pareció obvia,0,1,1,0,f,0,128,La participante adivinó la respuesta correcta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,23,,,,,,,,,,,,,,,,,,0.5668768719770014,0.5548605670337565,0.5668768719770014,0.30072728998493403,0.27171954995719716,0.8676041619619355,0.36824360000900924,0.33880537503864616,1.2358477619709447,0.5344695600215346,0.5052941749454476,1.7703173219924793,0.5345507229794748,0.5058672369923443,2.304868044971954,2.1564908350119367,2.123762989998795,4.461358879983891,0.6350079199764878,0.6057443419704214,5.096366799960379,0.9358460869989358,0.8862791499705054,6.032212886959314,0.618139335012529,0.5892088900436647,6.650352221971843,1.6206153280218132,1.5916781999985687,8.270967549993657,,,,,,,,,,,,,,,,,,,,f,1,0.6561512320186011,f,0,4.900668385031167,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,1,,,Verdadero,Falso,j,A,congruent_right,El pastel en el refrigerador es para el cumpleaños de Tomás,0,0,0,0,j,0,207,Tomás no cumple años pronto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,36,,,,,,,,,,,,,,,,,,0.5675052049919032,0.5556274030241184,0.5675052049919032,0.28351420001126826,0.2549686069833115,0.8510194050031714,0.38520280801458284,0.3554072600090876,1.2362222130177543,1.0005485150031745,0.9703606060356833,2.236770728020929,0.36905709496932104,0.33790179999778047,2.60582782299025,3.0413914900273085,3.012271267012693,5.647219313017558,0.4854316349956207,0.45586210303008556,6.132650948013179,0.3162814669776708,0.288613099954091,6.44893241499085,0.31768253503832966,0.27087821799796075,6.7666149500291795,0.3843832850106992,0.3546825150260702,7.150998235039879,0.3845757549861446,0.35456366499420255,7.535573990026023,,,,,,,,,,,,,,,,,j,1,0.7396590079879388,j,1,3.2975937919691205,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,f,A,incongruent_right,El mecánico arregló el carro rápido,0,0,1,0,j,0,227,El mécanico trabaja de una manera eficiente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,56,,,,,,,,,,,,,,,,,,0.5844252250390127,0.5755411139689386,0.5844252250390127,0.2998417569906451,0.27213102497626096,0.8842669820296578,0.5348563179722987,0.5055796369560994,1.4191233000019565,0.38419955503195524,0.3551845669862814,1.8033228550339118,0.5182233219966292,0.4882025679689832,2.321546177030541,0.40066758496686816,0.3670355420326814,2.722213761997409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,1.0071324079763144,f,1,2.37421339697903,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,single_right,Las flores en mi apartamento hacen que la sala brille,0,0,0,1,j,0,224,No tengo plantas en mi apartamento por mis alergias.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,53,,,,,,,,,,,,,,,,,,0.5506219700328074,0.5390434850123711,0.5506219700328074,0.3004007379640825,0.27190205501392484,0.85102270799689,0.48498179198941216,0.4519453049870208,1.336004499986302,0.3009052000124939,0.268285560014192,1.636909699998796,0.2837934300187044,0.2512130480026826,1.9207031300175004,0.45163723500445485,0.4185955299763009,2.372340365021955,0.46718256297754124,0.4382962249801494,2.8395229279994965,0.9532706619938836,0.9237702200189233,3.79279358999338,0.5179752830299549,0.4717646900098771,4.310768873023335,0.7686809349688701,0.7394549649907276,5.079449807992205,,,,,,,,,,,,,,,,,,,,j,1,0.722986173001118,j,1,3.129250329977367,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Mientras el padre leía la biblia antigua se partió en dos ,1,1,1,0,j,1,7,La biblia se quedó intacta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,6,,,,,,,,,,,,,,,,,,0.7007898449664935,0.689255281991791,0.7007898449664935,0.41855927504366264,0.38830910297110677,1.1193491200101562,0.4008386129862629,0.3551938870223239,1.520187732996419,0.5340749470051378,0.5053138100192882,2.054262680001557,0.9366669930168428,0.9077381680253893,2.9909296730183996,0.41727866197470576,0.3890658849850297,3.4082083349931054,0.5680429629865102,0.538459055009298,3.9762512979796156,1.2536453619832173,1.2247325869975612,5.229896659962833,0.5012126030051149,0.4721209700219333,5.731109262967948,0.7515721819945611,0.7227030019857921,6.482681444962509,0.6022665880154818,0.5725398199865595,7.084948032977991,,,,,,,,,,,,,,,,,j,1,0.8599807739956304,j,1,2.1592979929991998,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,10,001,1,2,2018_Oct_04_1542,Dissertation,59.88922004428605,
