practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_13,IRI_FL_13,space_13,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,key_resp_2.keys,key_resp_4.keys,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,IRI_20,IRI_FL_20,space_20,rest_keyresponse.keys,rest_keyresponse.rt,participant,session,group,level,date,expName,frameRate,
,,1,,,Verdadero,Falso,j,A,congruent_right,La señora insertó la tarjeta que su pareja le dejó en su cartera en la máquina para pagar,1,1,0,0,j,0,19,La mujer puso la tarjeta en su cartera.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,18,,,,,,,,,,,,,,,,,,0.5668917920556851,0.5454832470277324,0.5668917920556851,0.23461065796436742,0.20475051499670371,0.8015024500200525,0.23385160003090277,0.20552231196779758,1.0353540500509553,0.30031155195320025,0.27064309298293665,1.3356656020041555,0.6850835380028002,0.6555678650038317,2.0207491400069557,0.4008623320260085,0.37120648700511083,2.4216114720329642,0.43585336999967694,0.40537863498320803,2.857464842032641,0.3506517930072732,0.30492122197756544,3.2081166350399144,0.2498911769944243,0.22168269503163174,3.4580078120343387,0.2671731549780816,0.23772452701814473,3.7251809670124203,0.3347184400190599,0.3045580030302517,4.05989940703148,0.3844925930025056,0.3519511350314133,4.444392000033986,0.3505710620083846,0.3216080670244992,4.79496306204237,,,,0.3678918979712762,0.339088395005092,5.162854960013647,,,,,j,1,0.5059261330170557,j,1,2.8786384349805303,,,,0.38387312000850216,0.3504795919870958,5.546728080022149,0.41767222998896614,0.3881413400522433,5.964400310011115,0.3517926000058651,0.32193139498122036,6.31619291001698,0.36790051200659946,0.33925652800826356,6.6840934220235795,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_right,María acomodó las revistas que Gabriela dejó bajo la cama en el librero cuando las encontró,1,1,0,0,j,0,15,Las revistas de Gabriela están escondidas bajo la cama.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,14,,,,,,,,,,,,,,,,,,0.6344380300142802,0.618388656002935,0.6344380300142802,0.21712241001660004,0.1889032559702173,0.8515604400308803,0.2333965469733812,0.20536590996198356,1.0849569870042615,0.25050589302554727,0.2218458449933678,1.3354628800298087,0.38524162996327505,0.35588958201697096,1.7207045099930838,0.6679519070312381,0.6388203999958932,2.388656417024322,0.7352249749819748,0.7088844520039856,3.1238813920062967,0.5853381580091082,0.5559747279621661,3.709219550015405,0.3677641099784523,0.338946242001839,4.076983659993857,0.33416674204636365,0.3066041599959135,4.411150402040221,0.30022926995297894,0.2723137729917653,4.7113796719932,0.33450151002034545,0.3048103170003742,5.045881182013545,0.35050729499198496,0.3223161720088683,5.39638847700553,,,,0.45110990799730644,0.4222885799827054,5.847498385002837,,,,,j,1,0.6398070299765095,f,0,2.661139483039733,,,,1.8391334949992597,1.8095345419715159,7.686631880002096,0.4169976420234889,0.38861503498628736,8.103629522025585,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_left,Cuando los jardineros terminaron el jardín quedó lleno de flores,1,1,0,0,f,0,10,Los jardineros todavía no acaban su trabajo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,9,,,,,,,,,,,,,,,,,,0.5849149349960499,0.5732947940123267,0.5849149349960499,0.34995258500566706,0.32172188197728246,0.9348675200017169,0.26769881998188794,0.2379060800303705,1.2025663399836048,0.41736460803076625,0.38970964297186583,1.619930948014371,0.7690397249534726,0.7346420979592949,2.3889706729678437,0.5689839400001802,0.5398913899553008,2.957954612968024,0.7182138570351526,0.6863683530245908,3.6761684700031765,0.4680134980008006,0.4390061229933053,4.144181968003977,0.333723931980785,0.3055692730122246,4.477905899984762,0.35024721798254177,0.32135278498753905,4.828153117967304,,,,,,,,,,,,,,,,,,,,f,1,0.7230821949779056,j,1,3.731361808022484,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,single_left,Mi padre me partió el sándwich en dos para llevarlo a clase,0,0,0,1,f,0,222,Me compré la comida en la escuela. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,51,,,,,,,,,,,,,,,,,,1.0688131930073723,1.0513183019938879,1.0688131930073723,0.3011238650069572,0.27151949499966577,1.3699370580143295,0.4668786399997771,0.43912588100647554,1.8368156980141066,0.40183699200861156,0.37184991798130795,2.238652690022718,0.6009534730110317,0.5714737999951467,2.83960616303375,1.3045375950168818,1.2763106090133078,4.144143758050632,0.350910221983213,0.32240105501841754,4.495053980033845,0.9525996400043368,0.9241999529767781,5.4476536200381815,0.6180851449607871,0.5890641700243577,6.065738764998969,0.4012652300298214,0.37237867998192087,6.46700399502879,0.6678339900099672,0.6396563280140981,7.134837985038757,0.5184965080115944,0.4854250350035727,7.653334493050352,,,,,,,,,,,,,,f,1,0.8911407780251466,j,0,2.1275757600087672,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_left,Después de que limpiaron la casa brillaba por todas partes,1,1,0,0,f,0,2,Todavía tienen que limpiar la sala.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,1,,,,,,,,,,,,,,,,,,0.668297714961227,0.6568480610148981,0.668297714961227,0.2668541400344111,0.23806746199261397,0.9351518549956381,0.28396944497944787,0.2548817429924384,1.219121299975086,0.2504423650098033,0.22113874700153247,1.4695636649848893,0.23432697501266375,0.20453167503001168,1.703890639997553,0.4346574619994499,0.4059333869954571,2.138548101997003,0.36764669296098873,0.33906451996881515,2.5061947949579917,0.3342923700110987,0.3014916150132194,2.8404871649690904,0.38403514702804387,0.355088424985297,3.2245223119971342,0.367699347960297,0.3391070020152256,3.5922216599574313,,,,,,,,,,,,,,,,,,,,f,1,1.3567150250310078,j,1,2.0936393899610266,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando usó mi carro Jorge lo aparcó muy mal,0,0,0,1,j,0,212,No le presto mi carro a nadie.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,41,,,,,,,,,,,,,,,,,,0.5158413499593735,0.5055645820102654,0.5158413499593735,0.2511952930362895,0.2181238399934955,0.767036642995663,0.18370561697520316,0.17006096802651882,0.9507422599708661,0.21755936002591625,0.1880118969711475,1.1683016199967824,0.23320959997363389,0.20001433795550838,1.4015112199704163,0.5354748099925928,0.5016419020248577,1.936986029963009,0.3012876150314696,0.2715411349781789,2.2382736449944787,0.3843144529964775,0.35525056498590857,2.622588097990956,0.4011967969709076,0.3724201649893075,3.0237848949618638,,,,,,,,,,,,,,,,,,,,,,,j,1,0.7018920250120573,j,1,2.0102857900201343,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_left,Mi mamá guardó la escultura que hizo en la clase en su mesa de trabajo,1,1,0,0,f,0,14,La escultura está en mi estudio de arte.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,13,,,,,,,,,,,,,,,,,,0.5165918719721958,0.5048705150256865,0.5165918719721958,0.1844327500439249,0.15492759499466047,0.7010246220161207,0.26677630498306826,0.23379881499568,0.967800926999189,0.3513484650175087,0.32150567998178303,1.3191493920166977,0.45173217996489257,0.4229659429984167,1.7708815719815902,0.41752057801932096,0.3847573830280453,2.188402150000911,0.8020864570280537,0.7699977949960157,2.990488607028965,0.8853597879642621,0.8568342250073329,3.875848394993227,0.38480379700195044,0.3518843150231987,4.260652191995177,0.2997439000173472,0.2722278470173478,4.560396092012525,0.3684263000031933,0.33912221499485895,4.928822392015718,0.3342364049749449,0.304956182022579,5.263058796990663,0.3504318399936892,0.32179827702930197,5.613490636984352,,,,0.26781336503336206,0.2381838450091891,5.881304002017714,,,,,f,1,0.6059768130071461,f,0,3.9317345219897106,,,,0.3174662750097923,0.288203185016755,6.198770277027506,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Después de que la arquitecta renunció los planos cambiaron mucho,0,1,1,0,j,0,122,El diseño final no era de la arquitecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,20,,,,,,,,,,,,,,,,,,0.9012951819458976,0.888209798024036,0.9012951819458976,0.2677126449998468,0.23830284003634006,1.1690078269457445,0.5343176430324093,0.5045732849976048,1.7033254699781537,0.2509895219700411,0.21729082299862057,1.9543149919481948,0.4854766450007446,0.45204769499832764,2.4397916369489394,0.28387899504741654,0.2549267080030404,2.723670631996356,0.4167022329638712,0.3876857029972598,3.140372864960227,0.3016876250039786,0.2681421280140057,3.4420604899642058,0.2001800470170565,0.17147294199094176,3.6422405369812623,0.38345526496414095,0.35269669798435643,4.025695801945403,,,,,,,,,,,,,,,,,,,,j,1,0.46793662005802616,f,1,2.1440108030219562,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Los pintores colocaron el cuadro que su colega dejó en la oficina privada antes de su exhibición,0,1,1,0,j,0,138,Los pintores solo querían sus propias obras en la exhbición.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,28,,,,,,,,,,,,,,,,,,0.667674980009906,0.6514838070143014,0.667674980009906,0.19990733201848343,0.1711932959733531,0.8675823120283894,0.25076862797141075,0.22186153504299,1.1183509399998002,0.266903332027141,0.23870861704926938,1.3852542720269412,0.3682010979973711,0.3218606029986404,1.7534553700243123,0.4013653249712661,0.37278845498804003,2.1548206949955784,0.56712935998803,0.5374482430052012,2.7219500549836084,0.5025432800175622,0.47345716203562915,3.2244933350011706,0.3835055219824426,0.35435745801078156,3.6079988569836132,0.752827373042237,0.7231565650436096,4.36082623002585,0.4673913070000708,0.43915348703740165,4.828217537025921,0.3351687729591504,0.30562675005057827,5.163386309985071,0.33374649699544534,0.3051372399786487,5.497132806980517,,,,0.35037479002494365,0.32128366001416,5.84750759700546,,,,,j,1,0.5235353820025921,f,1,3.7654985670233145,,,,0.3178225699812174,0.28894890000810847,6.165330166986678,0.31736657803412527,0.2882654020213522,6.482696745020803,0.3013794099679217,0.2718491629930213,6.784076154988725,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,El pescado está listo para comer,0,0,0,0,f,0,229,Vamos a comer pescado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,58,,,,,,,,,,,,,,,,,,0.6006585049908608,0.5916717850486748,0.6006585049908608,0.19950374105246738,0.16983447497477755,0.8001622460433282,0.21708266698988155,0.18774367903824896,1.0172449130332097,0.21745061100227758,0.18761436303611845,1.2346955240354873,0.3009416270069778,0.26995521498611197,1.5356371510424651,0.25112179399002343,0.22289589699357748,1.7867589450324886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.3682101549929939,f,1,1.325044802040793,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_right,El pastel en el refrigerador es para el cumpleaños de Tomás,0,0,0,0,j,0,207,Tomás no cumple años pronto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,36,,,,,,,,,,,,,,,,,,0.6509828980197199,0.6353579969727434,0.6509828980197199,0.08261708996724337,0.05420494300778955,0.7335999879869632,0.4177903520176187,0.38815645704744384,1.151390340004582,0.3352539450279437,0.30286010197596624,1.4866442850325257,0.2841758150025271,0.25473170704208314,1.7708201000350527,0.31714647996705025,0.2878060349612497,2.087966580002103,0.34983746602665633,0.3191005550324917,2.4378040460287593,0.41918629698920995,0.3855137850041501,2.8569903430179693,0.384209114999976,0.351797498005908,3.2411994580179453,0.38438832201063633,0.35116126004140824,3.6255877800285816,0.5009890850051306,0.4717231579707004,4.126576865033712,,,,,,,,,,,,,,,,,j,1,0.6374172680079937,j,1,1.642106804996729,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_right,The boy,0,0,0,0,j,0,312,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0,0.635858605033718,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,El mecánico arregló el carro rápido,0,0,1,0,j,0,227,El mécanico trabaja de una manera eficiente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,56,,,,,,,,,,,,,,,,,,0.8171037150314078,0.8082942189648747,0.8171037150314078,0.3346200149971992,0.30414384498726577,1.151723730028607,0.4519398129777983,0.4193464579875581,1.6036635430064052,0.6015543620451353,0.5696254229987971,2.2052179050515406,1.0684334429679438,1.0376016959780827,3.2736513480194844,0.3674557449994609,0.3368625099537894,3.6411070930189453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.7373911829781719,f,1,2.1596663069794886,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,The boy,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.4911956079886295,None,0,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_right,El reloj de mi mamá tiene diamantes pero le queda muy bien,0,0,0,0,j,0,223,Mi madre tiene un reloj bonito.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,52,,,,,,,,,,,,,,,,,,0.5845043570152484,0.5638680949923582,0.5845043570152484,0.21747317002154887,0.18771158496383578,0.8019775270367973,0.20012428500922397,0.17088905296986923,1.0021018120460212,0.18327957298606634,0.1535563649958931,1.1853813850320876,0.3523298120126128,0.3225184070179239,1.5377111970447004,0.28331048996187747,0.23857446003239602,1.8210216870065778,0.3680287550087087,0.3385602220077999,2.1890504420152865,0.7518854250083677,0.7234295679954812,2.9409358670236543,0.35089787299511954,0.3218693469534628,3.291833740018774,0.3005150710232556,0.27042925800196826,3.5923488110420294,0.2504717310075648,0.22155556600773707,3.8428205420495942,0.31671616598032415,0.28377814998384565,4.159536708029918,,,,,,,,,,,,,,j,1,0.40514142002211884,f,1,1.8103445849847049,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,j,A,congruent_right,Paco dejó los pantalones que compró en la tienda en su cuarto cuando volvió,1,1,0,0,j,0,11,A Paco los pantalones se le quedaron en la tienda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,10,,,,,,,,,,,,,,,,,,0.7512823800207116,0.7370767800020985,0.7512823800207116,0.2505394699983299,0.22152500500669703,1.0018218500190414,0.20045025000581518,0.17089206801028922,1.2022721000248566,0.5015223000082187,0.47156207996886224,1.7037944000330754,0.6175730479881167,0.5885349370073527,2.321367448021192,0.5184713209746405,0.4872112150187604,2.8398387689958327,4.278739284025505,4.245459327998105,7.118578053021338,0.50113687699195,0.4728142700041644,7.619714930013288,0.2506542729679495,0.2219890530104749,7.870369202981237,0.31728786701569334,0.2886479700100608,8.18765706999693,0.30045694299042225,0.2719188149785623,8.488114012987353,0.28414541500387713,0.25458219001302496,8.77225942799123,0.35156945703784004,0.32308745000045747,9.12382888502907,,,,0.468214683001861,0.438906355004292,9.592043568030931,,,,,j,1,0.622395372018218,j,1,4.95103284297511,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando Dora ganó la lotería se compró un reloj de diamantes,0,0,0,1,j,0,216,Dora ahorró todo el dinero que ganó. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,45,,,,,,,,,,,,,,,,,,0.6000574019853957,0.5884742750204168,0.6000574019853957,0.6019941400154494,0.573037474998273,1.202051542000845,0.6186896949657239,0.5903811369789764,1.820741236966569,0.26741740299621597,0.23835980700096115,2.088158639962785,0.401036762050353,0.3726457200245932,2.489195402013138,0.31690427497960627,0.28772266302257776,2.806099676992744,0.35070603498024866,0.32070234202547,3.156805711972993,0.5190310699981637,0.4893976949970238,3.6758367819711566,0.3993701750296168,0.367666618025396,4.075206957000773,0.26889325299998745,0.2347129350528121,4.344100210000761,0.28421568498015404,0.2555409630294889,4.628315894980915,,,,,,,,,,,,,,,,,j,1,0.4211950969765894,j,1,1.641593290027231,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Cuando mi madre lavaba la ropa quedaba muy limpia,1,1,1,0,j,1,8,Mi madre me ayuda con el lavado de ropa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,7,,,,,,,,,,,,,,,,,,0.6002991699497215,0.5900200310279615,0.6002991699497215,0.2686873220372945,0.2382243699976243,0.868986491987016,0.26721203996567056,0.2384511249838397,1.1361985319526866,0.25023574801161885,0.22272968001198024,1.3864342799643055,0.26767085201572627,0.23817805701401085,1.6541051319800317,0.28381714498391375,0.25478515500435606,1.9379222769639455,0.28427816001931205,0.2548348649870604,2.2222004369832575,0.3006788099883124,0.26771499298047274,2.52287924697157,0.30073472298681736,0.2723523569875397,2.8236139699583873,,,,,,,,,,,,,,,,,,,,,,,j,1,0.506435165007133,j,0,1.5420475479913875,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,f,A,incongruent_left,Antes de que bebieran el vino se volvió vinagre ,1,1,1,0,f,1,5,No tomaron vino porque se había echado a perder.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,4,,,,,,,,,,,,,,,,,,0.6836444530053996,0.6718797219800763,0.6836444530053996,0.25148862501373515,0.22319182398496196,0.9351330780191347,0.25020112498896196,0.22184261301299557,1.1853342030080967,0.25008497200906277,0.22066376003203914,1.4354191750171594,0.3349098979961127,0.3051044950261712,1.7703290730132721,0.5519524649716914,0.5232987400377169,2.3222815379849635,1.0694800320197828,1.0360187700134702,3.3917615700047463,0.40109395497711375,0.3722186000086367,3.79285552498186,0.43446592800319195,0.40539575199363753,4.227321452985052,,,,,,,,,,,,,,,,,,,,,,,f,1,1.1040729859960265,f,1,4.618512728018686,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_right,Mi hija pintó el cuadro que está en la pared de mi oficina,0,0,0,0,j,0,219,Tengo arte colgado en mi oficina.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,48,,,,,,,,,,,,,,,,,,0.8178269700147212,0.8049114470486529,0.8178269700147212,0.3013387629762292,0.271805280004628,1.1191657329909503,0.3165263819973916,0.28791995003120974,1.435692114988342,0.5343477299902588,0.504757505026646,1.9700398449786007,0.3013693829998374,0.27132406196324155,2.271409227978438,0.23464704700745642,0.20705702499253675,2.5060562749858946,0.2330410630092956,0.20525133004412055,2.73909733799519,0.23381504701683298,0.20404269197024405,2.972912385012023,0.3225581629667431,0.29068514599930495,3.2954705479787663,0.24582279502646998,0.21718397899530828,3.5412933430052362,0.21753956197062507,0.18381941498955712,3.7588329049758613,0.3008544300100766,0.2710268559749238,4.059687334985938,0.23359809501562268,0.20464047702262178,4.293285430001561,,,,,,,,,,,j,1,0.5884306979714893,f,1,1.9261025949963368,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,Jimena duerme bien en la cama en su cuarto,0,0,0,0,f,0,205,La cama de Jimena es cómoda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,34,,,,,,,,,,,,,,,,,,0.5505214249715209,0.5358886599424295,0.5505214249715209,0.16761453001527116,0.13784282305277884,0.7181359549867921,0.1828504300210625,0.15427939203800634,0.9009863850078546,0.21782595297554508,0.1882591180037707,1.1188123379833996,0.38415313698351383,0.35510109196184203,1.5029654749669135,0.4685008480446413,0.4352393120061606,1.9714663230115548,0.5013847349910066,0.4681332299951464,2.4728510580025613,0.6513670099666342,0.6226962500368245,3.1242180679691955,0.5686092450050637,0.5366103549604304,3.6928273129742593,,,,,,,,,,,,,,,,,,,,,,,f,1,0.45488751702941954,f,1,1.4881645440473221,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,0,,,Verdadero,Falso,j,A,incongruent_left,El arquitecto puso los documentos que sus compañeros le dejaron encima de la mesa para verlos bien,0,1,1,0,f,0,135,El arquitecto no revisó los documentos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,27,,,,,,,,,,,,,,,,,,0.9523836380103603,0.9351176330237649,0.9523836380103603,0.36706469202181324,0.337869779963512,1.3194483300321735,0.26819588302168995,0.23825481801759452,1.5876442130538635,0.316938231990207,0.2886005030013621,1.9045824450440705,0.2835300579899922,0.2544044349924661,2.1881125030340627,0.3176171149825677,0.28771339199738577,2.5057296180166304,0.31778046203544363,0.2882777519989759,2.823510080052074,0.3849297249689698,0.33865267504006624,3.208439805021044,0.34988151298603043,0.32103049202123657,3.5583213180070743,0.35211940004955977,0.3222512700012885,3.910440718056634,0.38406896498054266,0.3389259800314903,4.294509683037177,0.31752695702016354,0.28924488701159135,4.61203664005734,0.31762058997992426,0.28873651497997344,4.9296572300372645,,,,0.3007686350028962,0.271668424946256,5.230425865040161,,,,,f,1,0.6231335939955898,j,1,1.9227795400074683,,,,0.33410753996577114,0.3048721199738793,5.564533405005932,0.26799050002591684,0.23910094000166282,5.832523905031849,0.3172359750024043,0.2891068900353275,6.149759880034253,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
,,1,,,Verdadero,Falso,f,A,congruent_left,La computadora de Jessica falla con frecuencia,0,0,0,0,f,0,217,Jessica necesita consultar con un técnico.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,46,,,,,,,,,,,,,,,,,,0.7010585949756205,0.6900827669887803,0.7010585949756205,0.3338777549797669,0.3053799170302227,1.0349363499553874,0.3000517950276844,0.27120708499569446,1.3349881449830718,0.3181263579754159,0.28869856998790056,1.6531145029584877,0.267369065026287,0.23873852804536,1.9204835679847747,0.35135692200856283,0.3215835499577224,2.2718404899933375,0.5844853550079279,0.5553965020226315,2.8563258450012654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.7229900119709782,f,1,1.357475031982176,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,8,001,3,2,2018_Oct_04_1120,Dissertation,59.49359316166042,
