practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,key_resp_2.rt,session,participant,level,frameRate,expName,date,group,
,,1,,,Verdadero,Falso,j,A,congruent_left,Antes de que cantaran esa canción no era muy conocida ,1,1,0,0,f,0,6,Todos ya se sabían la canción antes de la fiesta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,5,,,,,,,,,,,,,,,,,,0.500274896622,0.468271017075,0.500274896622,0.283795118332,0.23769903183,0.784070014954,0.267496824265,0.221173048019,1.05156683922,0.249905109406,0.205008029938,1.30147194862,0.268753051758,0.206304073334,1.57022500038,0.266749858856,0.22126698494,1.83697485924,0.250570058823,0.201293945312,2.08754491806,0.250716924667,0.204069137573,2.33826184273,0.267336130142,0.220767021179,2.60559797287,0.316220998764,0.267480134964,2.92181897163,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.605904102325,j,1,2.159897089,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,incongruent_left,La pantalla de mi computadora se me rompió,0,0,1,0,f,0,221,Mi computadora está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,50,,,,,,,,,,,,,,,,,,1.10110282898,1.07456707954,1.10110282898,0.283692121506,0.219326972961,1.38479495049,0.284736871719,0.235435962677,1.6695318222,0.285148143768,0.238466024399,1.95467996597,0.250698804855,0.204525947571,2.20537877083,0.283662080765,0.23893404007,2.48904085159,0.2340259552,0.188586950302,2.72306680679,0.267321109772,0.221390962601,2.99038791656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.590498924255,j,1,1.79391312599,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,single_left,Los estudiantes hicieron el trabajo en equipo en la biblioteca,0,0,0,1,f,0,202,Los estudiantes hicieron la tarea en el café.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,31,,,,,,,,,,,,,,,,,,0.569139957428,0.536828041077,0.569139957428,0.267564058304,0.220710039139,0.836704015732,0.251004934311,0.206510066986,1.08770895004,0.233921051025,0.184073925018,1.32163000107,0.217119932175,0.17169713974,1.53874993324,0.26727104187,0.221220016479,1.80602097511,0.234034061432,0.187932014465,2.04005503654,0.250022888184,0.20016503334,2.29007792473,0.216647148132,0.168598890305,2.50672507286,0.250860929489,0.201661109924,2.75758600235,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.652932167053,j,1,2.2604238987,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,A,congruent_right,El pastel en el refrigerador es para el cumpleaños de Tomás,0,0,0,0,j,0,207,Tomás no cumple años pronto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,36,,,,,,,,,,,,,,,,,,0.500607013702,0.463809967041,0.500607013702,0.284117937088,0.236711025238,0.78472495079,0.250560998917,0.202629089355,1.03528594971,0.251079082489,0.200767040253,1.2863650322,0.241555929184,0.195394039154,1.52792096138,0.259273052216,0.203426837921,1.7871940136,0.234091997147,0.170575141907,2.02128601074,0.284368038177,0.234723806381,2.30565404892,0.23330283165,0.185918092728,2.53895688057,0.25065612793,0.201981067657,2.7896130085,0.26815199852,0.20368719101,3.05776500702,,,,,,,,,,,,,,,,,,,,,,,j,1,0.621128082275,j,1,1.62144899368,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Los pintores colocaron el cuadro que su colega dejó en la oficina privada antes de su exhibición,0,1,1,0,j,0,138,Los pintores solo querían sus propias obras en la exhbición.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,28,,,,,,,,,,,,,,,,,,0.650850057602,0.585399866104,0.650850057602,0.267826080322,0.169672966003,0.918676137924,0.234282970428,0.137804031372,1.15295910835,0.216191053391,0.119163036346,1.36915016174,0.234803915024,0.153656005859,1.60395407677,0.200469017029,0.119672060013,1.8044230938,0.266605854034,0.202697038651,2.07102894783,0.267852067947,0.186172962189,2.33888101578,0.23396396637,0.169647932053,2.57284498215,0.200901031494,0.11949801445,2.77374601364,0.233333110809,0.169362068176,3.00707912445,0.234398841858,0.169767856598,3.24147796631,0.200098991394,0.136734008789,3.4415769577,0.234512090683,0.153982877731,3.67608904839,,,,0.233490943909,0.135447025299,3.90957999229,0.250658988953,0.150609016418,4.16023898125,,,,,j,1,0.705320835114,j,0,3.31252717972,,,,None,None,0.217378139496,0.102485895157,4.37761712074,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_right,The boy,0,0,0,1,j,0,306,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.72136592865,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_right,El mecánico arregló el carro rápido,0,0,1,0,j,0,227,El mécanico trabaja de una manera eficiente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,56,,,,,,,,,,,,,,,,,,0.651504993439,0.61949801445,0.651504993439,0.300537109375,0.253363847733,0.952042102814,0.250865936279,0.220460891724,1.20290803909,0.23522400856,0.206475973129,1.43813204765,0.216024160385,0.169853925705,1.65415620804,0.200024843216,0.169107913971,1.85418105125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.570852994919,f,1,1.57688188553,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Los trabajadores colocaron los avisos que su jefe les dejó en la carpeta en la puerta de la oficina,1,1,1,0,j,1,20,Los avisos están colgados en la puerta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,19,,,,,,,,,,,,,,,,,,0.567466974258,0.500230073929,0.567466974258,0.267539978027,0.203685998917,0.835006952286,0.234102010727,0.171175956726,1.06910896301,0.216475963593,0.133782148361,1.28558492661,0.184239149094,0.121468067169,1.4698240757,0.217747926712,0.137726068497,1.68757200241,0.249778985977,0.18675994873,1.93735098839,0.218578100204,0.138937950134,2.15592908859,0.216979026794,0.137915849686,2.37290811539,0.266759872437,0.204640865326,2.63966798782,0.218225002289,0.133908033371,2.85789299011,0.267011165619,0.200968027115,3.12490415573,0.250988960266,0.185313224792,3.375893116,0.20060300827,0.138571023941,3.57649612427,,,,0.233767032623,0.15459394455,3.81026315689,0.232816934586,0.16885304451,4.04308009148,,,,,j,1,0.656718969345,f,1,2.75804305077,,,,None,None,0.233057975769,0.167901992798,4.27613806725,0.218311071396,0.154392004013,4.49444913864,0.217958927155,0.137420892715,4.7124080658,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_left,The boy,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.504946947098,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,Antes de correr su primer maratón María tuvo que correr mucho para practicar,0,0,0,1,f,0,210,María corrió el maratón sin entrenarse.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,39,,,,,,,,,,,,,,,,,,0.63484287262,0.581558942795,0.63484287262,0.299033164978,0.218737840652,0.933876037598,0.218933820724,0.151798963547,1.15280985832,0.26683306694,0.188549995422,1.41964292526,0.250431060791,0.187472105026,1.67007398605,0.250379085541,0.186622858047,1.92045307159,0.266910791397,0.201947927475,2.18736386299,0.235057115555,0.171342134476,2.42242097855,0.29952287674,0.23436999321,2.72194385529,0.335370063782,0.287020921707,3.05731391907,0.267149925232,0.203844070435,3.3244638443,0.284866094589,0.221657991409,3.60932993889,0.267132997513,0.205321073532,3.8764629364,,,,,,,,,,,,,,,,,f,1,0.421890974045,j,0,1.60717010498,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Ignacio puso el queso que sus sobrinos dejaron en el refrigerador después de que comieron,0,1,1,0,j,0,134,Ignacio limpió cuando todos acabaron.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,26,,,,,,,,,,,,,,,,,,0.851679086685,0.801509857178,0.851679086685,0.351279973984,0.268145084381,1.20295906067,0.301049947739,0.235283851624,1.50400900841,0.317070007324,0.255661010742,1.82107901573,0.316647052765,0.237971067429,2.1377260685,0.318439006805,0.251445055008,2.4561650753,0.33406996727,0.27153301239,2.79023504257,0.334105968475,0.256402015686,3.12434101105,0.334141969681,0.253934860229,3.45848298073,0.468100070953,0.404935836792,3.92658305168,0.334187030792,0.271325826645,4.26077008247,0.350385904312,0.286249876022,4.61115598679,0.368426084518,0.288331985474,4.9795820713,0.367208957672,0.287015914917,5.34679102898,,,,0.33488702774,0.255877017975,5.68167805672,,,,,,,,j,1,0.553964138031,f,1,3.36433196068,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando Dora ganó la lotería se compró un reloj de diamantes,0,0,0,1,j,0,216,Dora ahorró todo el dinero que ganó. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,45,,,,,,,,,,,,,,,,,,0.468011140823,0.43109703064,0.468011140823,0.299442052841,0.234529018402,0.767453193665,0.234956026077,0.169732093811,1.00240921974,0.266801834106,0.202931880951,1.26921105385,0.2669069767,0.201205015182,1.53611803055,0.250758171082,0.201131105423,1.78687620163,0.302242994308,0.254228115082,2.08911919594,0.283718824387,0.237572908401,2.37283802032,0.300840139389,0.254384040833,2.67367815971,0.234441041946,0.171846866608,2.90811920166,0.300696849823,0.251199960709,3.20881605148,,,,,,,,,,,,,,,,,,,,,,,j,1,0.572995901108,j,1,2.25870108604,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,A,congruent_right,Siempre que mi hermana maneja el carro suena raro ,1,1,0,0,j,0,3,El carro está en una condición perfecta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,2,,,,,,,,,,,,,,,,,,0.635745048523,0.600983858109,0.635745048523,0.30078291893,0.256318807602,0.936527967453,0.216719865799,0.171653032303,1.15324783325,0.234652996063,0.184748888016,1.38790082932,0.266656160355,0.217489004135,1.65455698967,0.251313924789,0.202070951462,1.90587091446,0.2669069767,0.22144818306,2.17277789116,0.284024953842,0.239170074463,2.456802845,0.299499034882,0.253891944885,2.75630187988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.637944221497,j,1,1.69020199776,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_right,Me reí cuando mi amiga me contó la historia de su encuentro con su ex.,0,0,0,1,j,0,220,La historia de mi amiga me dio gracia.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,49,,,,,,,,,,,,,,,,,,0.65069103241,0.601557970047,0.65069103241,0.28430390358,0.21723985672,0.934994935989,0.21784901619,0.1516289711,1.15284395218,0.249711990356,0.186944961548,1.40255594254,0.2179210186,0.154195070267,1.62047696114,0.234045028687,0.171370029449,1.85452198982,0.233345031738,0.171075820923,2.08786702156,0.250926971436,0.188127040863,2.338793993,0.249886989594,0.1866979599,2.58868098259,0.251032114029,0.186940193176,2.83971309662,0.268031835556,0.204605102539,3.10774493217,0.267760038376,0.20577788353,3.37550497055,0.267230033875,0.205636024475,3.64273500443,0.233870029449,0.168554067612,3.87660503387,,,,0.266721963882,0.203990936279,4.14332699776,,,,,,,,j,1,0.857179880142,f,1,3.64565300941,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Mientras el novio salía el diamante se le cayó al piso,0,1,1,0,j,0,126,El novio no tenía cuidado con el diamante.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,22,,,,,,,,,,,,,,,,,,0.566926002502,0.52524805069,0.566926002502,0.300877094269,0.254907846451,0.867803096771,0.217535972595,0.17070889473,1.08533906937,0.284219026566,0.23779296875,1.36955809593,0.217119932175,0.171285867691,1.58667802811,0.30114197731,0.255212068558,1.88782000542,0.250360965729,0.187782049179,2.13818097115,0.25048995018,0.204519987106,2.38867092133,0.250456094742,0.204452037811,2.63912701607,0.250684976578,0.204926013947,2.88981199265,0.318315029144,0.271234035492,3.20812702179,,,,,,,,,,,,,,,,,,,,,,,j,1,0.619292020798,f,1,2.96187400818,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Jorge puso las monedas que traía en su abrigo en la mesa cuando regresó a su casa,1,1,1,0,j,1,12,Las monedas de Jorge están en su abrigo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,11,,,,,,,,,,,,,,,,,,0.517416000366,0.451080083847,0.517416000366,0.251029014587,0.188832998276,0.768445014954,0.217097997665,0.137848138809,0.985543012619,0.233850002289,0.151492118835,1.21939301491,0.251580953598,0.1887819767,1.47097396851,0.300242900848,0.239619970322,1.77121686935,0.283945083618,0.222034215927,2.05516195297,0.250622034073,0.188680171967,2.30578398705,0.300788879395,0.239229917526,2.60657286644,0.282858133316,0.218442201614,2.88943099976,0.285789012909,0.217488050461,3.17522001266,0.282516002655,0.219652891159,3.45773601532,0.267911911011,0.203739881516,3.72564792633,0.251471996307,0.187993049622,3.97711992264,,,,0.267287015915,0.205296993256,4.24440693855,0.26779794693,0.205245018005,4.51220488548,,,,,j,1,0.605084180832,f,0,1.67409515381,,,,None,None,0.283658981323,0.205128908157,4.79586386681,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,incongruent_left,El arquitecto puso los documentos que sus compañeros le dejaron encima de la mesa para verlos bien,0,1,1,0,f,0,135,El arquitecto no revisó los documentos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,27,,,,,,,,,,,,,,,,,,0.866925954819,0.802891969681,0.866925954819,0.284291982651,0.202655792236,1.15121793747,0.308145046234,0.245120048523,1.4593629837,0.244585990906,0.155080080032,1.70394897461,0.350361824036,0.271614074707,2.05431079865,0.300142049789,0.221356153488,2.35445284843,0.284494161606,0.185925960541,2.63894701004,0.350756883621,0.287492036819,2.98970389366,0.284198999405,0.203882932663,3.27390289307,0.317183017731,0.237360954285,3.5910859108,0.435261011124,0.338677167892,4.02634692192,0.284123897552,0.221511125565,4.31047081947,0.300686120987,0.238960027695,4.61115694046,0.283583879471,0.204516887665,4.89474081993,,,,0.301352977753,0.221517086029,5.19609379768,0.283970117569,0.221453905106,5.48006391525,,,,,f,1,0.808567047119,j,1,1.38927698135,,,,None,None,0.400997877121,0.338861942291,5.88106179237,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Después de lavar la ropa Antonio prepara la cena,0,0,1,0,j,0,215,Antonio hace varios deberes por la noche.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,44,,,,,,,,,,,,,,,,,,0.632714033127,0.600515127182,0.632714033127,0.28412103653,0.23553609848,0.916835069656,0.285261869431,0.237611055374,1.20209693909,0.299793958664,0.25403380394,1.50189089775,0.283900022507,0.236475944519,1.78579092026,0.302385091782,0.238805055618,2.08817601204,0.315582036972,0.269676923752,2.40375804901,0.302770853043,0.25487613678,2.70652890205,0.316733121872,0.267807006836,3.02326202393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.590849161148,f,0,2.28951478004,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_right,The boy,0,0,0,0,j,0,312,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,68,68,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.622830152512,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,single_left,La participante brilló cuando ganó el maratón,0,0,0,1,f,0,218,La participante se quedó triste después del maratón.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,69,69,47,,,,,,,,,,,,,,,,,,0.602631092072,0.564275026321,0.602631092072,0.283725976944,0.237835884094,0.886357069016,0.234349012375,0.189747095108,1.12070608139,0.265846014023,0.219058036804,1.38655209541,0.268389940262,0.221281051636,1.65494203568,0.2668800354,0.223701000214,1.92182207108,0.251754045486,0.20276594162,2.17357611656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.487876176834,j,1,1.78893494606,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_right,The boy,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,70,70,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.459086894989,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,single_right,Las flores en mi apartamento hacen que la sala brille,0,0,0,1,j,0,224,No tengo plantas en mi apartamento por mis alergias.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,71,53,,,,,,,,,,,,,,,,,,0.468055009842,0.418663978577,0.468055009842,0.500802993774,0.418208837509,0.968858003616,0.267503023148,0.220363855362,1.23636102676,0.267436027527,0.218198060989,1.50379705429,0.284605026245,0.21887087822,1.78840208054,0.267302036285,0.220194101334,2.05570411682,0.28462600708,0.219592809677,2.3403301239,0.349973917007,0.283792972565,2.69030404091,0.251805067062,0.205064058304,2.94210910797,0.318094968796,0.271922826767,3.26020407677,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.571047067642,j,1,2.41114401817,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_right,Mi hija pintó el cuadro que está en la pared de mi oficina,0,0,0,0,j,0,219,Tengo arte colgado en mi oficina.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,72,48,,,,,,,,,,,,,,,,,,0.584733963013,0.550008773804,0.584733963013,0.400650024414,0.338768005371,0.985383987427,0.283419847488,0.233340978622,1.26880383492,0.251005172729,0.188792943954,1.51980900764,0.267920970917,0.221530914307,1.78772997856,0.451531887054,0.405636787415,2.23926186562,0.266901016235,0.221102952957,2.50616288185,0.334769964218,0.288784980774,2.84093284607,0.29891705513,0.252524852753,3.1398499012,0.300899982452,0.219575881958,3.44074988365,0.302678108215,0.255025148392,3.74342799187,0.28348493576,0.238114833832,4.02691292763,0.2678129673,0.221442937851,4.29472589493,,,,,,,,,,,,,,,,,j,1,0.606023788452,f,1,4.6841108799,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Mis amigas se reunieron en la escuela para ir a jugar fútbol,0,0,1,0,f,0,209,Jugaron béisbol mis amigas.  ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,73,38,,,,,,,,,,,,,,,,,,0.650878190994,0.610975980759,0.650878190994,0.266565799713,0.21914100647,0.917443990707,0.267132043839,0.221942901611,1.18457603455,0.285587072372,0.218409061432,1.47016310692,0.267215013504,0.221121072769,1.73737812042,0.267416954041,0.219352006912,2.00479507446,0.249809026718,0.18522310257,2.25460410118,0.251103878021,0.205966949463,2.5057079792,0.267849206924,0.205811023712,2.77355718613,0.282343864441,0.21764087677,3.05590105057,0.267519950867,0.218811988831,3.32342100143,0.285614013672,0.23824596405,3.60903501511,,,,,,,,,,,,,,,,,,,,f,1,0.670152187347,j,1,2.22562003136,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_left,La profesora dejó la galleta que compró en el mercado en su cartera durante la clase,1,1,1,0,f,1,13,La galleta estaba en la cartera durante la clase.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,74,74,12,,,,,,,,,,,,,,,,,,0.817260980606,0.768306016922,0.817260980606,0.25138092041,0.187811851501,1.06864190102,0.317111968994,0.237468004227,1.38575387001,0.30001616478,0.220444917679,1.68577003479,0.283943891525,0.202466011047,1.96971392632,0.285426139832,0.221716165543,2.25514006615,0.300234794617,0.237280130386,2.55537486076,0.317412137985,0.251863956451,2.87278699875,0.267493009567,0.171122074127,3.14028000832,0.317289829254,0.251742839813,3.45756983757,0.28400015831,0.187530040741,3.74156999588,0.301450967789,0.188195943832,4.04302096367,0.317770004272,0.254211902618,4.36079096794,0.284621953964,0.222023010254,4.64541292191,,,,0.316019058228,0.253731012344,4.96143198013,0.284844875336,0.219784975052,5.24627685547,,,,,f,1,0.639194965363,f,1,1.59061193466,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_right,The girl,0,0,0,1,j,0,302,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.416819095612,None,0,,,,,None,None,,,,,,,,,,,,,,,,,space,306.674922943,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_right,Cuando los amigos tienen una fiesta todos toman vino o cerveza,0,0,0,1,j,0,242,Mis amigos no toman whisky en las fiestas.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,41,,,,,,,,,,,,,,,,,,0.567337036133,0.5248939991,0.567337036133,0.317700862885,0.251307964325,0.885037899017,0.316331148148,0.25386595726,1.20136904716,0.302249908447,0.255017995834,1.50361895561,0.300590991974,0.255009889603,1.80420994759,0.350430011749,0.288735151291,2.15463995934,0.316743135452,0.251701116562,2.47138309479,0.319078922272,0.268076896667,2.79046201706,0.317776918411,0.27193403244,3.10823893547,0.349618196487,0.28676700592,3.45785713196,0.249962806702,0.200879096985,3.70781993866,,,,,,,,,,,,,,,,,,,,,,,j,1,0.489484071732,j,0,2.04298210144,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_right,The girl,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.622646093369,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
