practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,IRI_20,IRI_FL_20,space_20,session,participant,level,frameRate,expName,date,group,
,,0,,,Verdadero,Falso,f,B,single_right,Los meseros preparan las verduras en la cocina antes de servirlas,0,0,0,1,j,0,234,Los meseros lavan las verduras.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,33,,,,,,,,,,,,,,,,0.686722040176,0.653175115585,0.686722040176,0.35114812851,0.289548158646,1.03787016869,0.267474889755,0.206154823303,1.30534505844,0.300289154053,0.237806081772,1.60563421249,0.334614992142,0.271197080612,1.94024920464,0.299944877625,0.239292144775,2.24019408226,0.284770011902,0.221868991852,2.52496409416,0.301068067551,0.234936952591,2.82603216171,0.233646869659,0.168182134628,3.05967903137,0.300541162491,0.238052129745,3.36022019386,0.382620811462,0.317784070969,3.74284100533,,,,,,,,,,,,,,,,,,,,,,,j,1,0.720251083374,f,1,2.16205811501,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,B,congruent_left,Carlos solo cultiva verduras en el jardín que tiene en casa,0,0,0,0,f,0,235,Carlos no compra muchas verduras en el supermercado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,34,,,,,,,,,,,,,,,,0.599160909653,0.552656888962,0.599160909653,0.26695394516,0.217617988586,0.866114854813,0.286442041397,0.238247871399,1.15255689621,0.215371131897,0.168861150742,1.36792802811,0.285815000534,0.239232063293,1.65374302864,0.351011037827,0.305233955383,2.00475406647,0.266764879227,0.204238891602,2.27151894569,0.268040895462,0.223152160645,2.53955984116,0.332188129425,0.267585992813,2.87174797058,0.501399040222,0.451866865158,3.3731470108,0.233649969101,0.182322978973,3.6067969799,,,,,,,,,,,,,,,,,,,,,,,f,1,0.653197050095,f,1,2.3579390049,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_left,Mi celular se me rompió cuando se me cayó al piso,0,0,0,1,f,0,252,Mi celular ya está roto.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,51,,,,,,,,,,,,,,,,0.568964958191,0.524111032486,0.568964958191,0.30047082901,0.254573106766,0.869435787201,0.200606107712,0.138299226761,1.07004189491,0.268253087997,0.219429969788,1.33829498291,0.249948978424,0.201231002808,1.58824396133,0.218189954758,0.172219991684,1.80643391609,0.300565004349,0.255059957504,2.10699892044,0.549908876419,0.48571896553,2.65690779686,0.318819046021,0.255510091782,2.97572684288,0.317734003067,0.272072076797,3.29346084595,0.249922990799,0.204518079758,3.54338383675,,,,,,,,,,,,,,,,,,,,,,,f,1,0.88937997818,f,1,2.2938709259,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,305,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.739254951477,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.42344379425,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,No aceptaron a las mujeres en el club por sus prejuicios,0,0,0,0,f,0,259,Las mujeres tenían muchos prejuicios.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,58,,,,,,,,,,,,,,,,0.616211175919,0.584006071091,0.616211175919,0.218508005142,0.173753023148,0.834719181061,0.266167879105,0.219856977463,1.10088706017,0.319154024124,0.269114017487,1.42004108429,0.266895055771,0.221040010452,1.68693614006,0.217561006546,0.154117107391,1.90449714661,0.400439023972,0.35470700264,2.30493617058,0.300529956818,0.237913131714,2.6054661274,0.234169006348,0.188707113266,2.83963513374,0.317212820053,0.253824949265,3.1568479538,0.234090089798,0.185763835907,3.39093804359,,,,,,,,,,,,,,,,,,,,,,,f,1,0.605871200562,j,1,2.52781319618,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,Los novios tomaron vino durante la fiesta,0,0,0,0,f,0,247,Los novios sólo toman cerveza.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,46,,,,,,,,,,,,,,,,0.500471830368,0.473859071732,0.500471830368,0.299332141876,0.253737926483,0.799803972244,0.302213907242,0.253690004349,1.10201787949,0.267511129379,0.221966028214,1.36952900887,0.166067838669,0.12037396431,1.53559684753,0.352269172668,0.306898117065,1.8878660202,0.400782823563,0.356900930405,2.28864884377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.773442983627,j,1,1.54393076897,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,302,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.589699029922,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_right,El chico toca el violín raro,0,0,1,0,j,0,257,El chico no sabe tocar bien.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,56,,,,,,,,,,,,,,,,0.565687179565,0.54550409317,0.565687179565,0.267318964005,0.235821962357,0.83300614357,0.436342000961,0.405622005463,1.26934814453,0.233414888382,0.18959403038,1.50276303291,0.266574144363,0.22216796875,1.76933717728,0.29984998703,0.254272937775,2.06918716431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.470152854919,f,1,1.92290902138,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,single_left,La estudiante lista adivinó la respuesta correcta primero,0,0,0,1,f,0,248,La estudiante fue la primera en responder. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,47,,,,,,,,,,,,,,,,0.651430130005,0.618325948715,0.651430130005,0.266690015793,0.221716880798,0.918120145798,0.484726905823,0.438608884811,1.40284705162,0.268121004105,0.222044944763,1.67096805573,0.66760802269,0.602425098419,2.33857607841,0.281943082809,0.217200994492,2.62051916122,0.268193006516,0.218631982803,2.88871216774,0.268901824951,0.221762895584,3.15761399269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.506011962891,f,1,3.22988796234,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Antes de servir la comida el mesero rellenó las copas,0,0,1,0,j,0,245,El mesero era muy atento con los clientes.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,44,,,,,,,,,,,,,,,,0.648888111115,0.615247964859,0.648888111115,0.318768024445,0.27154302597,0.967656135559,0.416923999786,0.371173143387,1.38458013535,0.18496799469,0.137868881226,1.56954813004,0.367471933365,0.306573867798,1.9370200634,0.300980091095,0.254301071167,2.2380001545,0.30052280426,0.254193067551,2.53852295876,0.284231185913,0.239332914352,2.82275414467,0.299836874008,0.235222101212,3.12259101868,0.419474124908,0.37237405777,3.54206514359,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.473372936249,f,1,2.52909302711,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Cuando la participante adivinó la respuesta apareció en la pantalla,1,1,1,0,f,1,28,La participante está en un concurso.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,7,,,,,,,,,,,,,,,,0.58398604393,0.544061183929,0.58398604393,0.250066995621,0.1879529953,0.834053039551,0.300893068314,0.234702110291,1.13494610786,0.233999013901,0.172246932983,1.36894512177,0.284473896027,0.22167801857,1.65341901779,0.299257993698,0.238227844238,1.95267701149,0.302546977997,0.237726211548,2.25522398949,0.317585945129,0.251249074936,2.57280993462,0.250296115875,0.187590122223,2.82310605049,0.232247114182,0.165851831436,3.05535316467,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.941169023514,f,1,1.72193384171,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,Los chicos pusieron el pollo que su mamá preparó en el horno en la mesa antes de comer,1,1,0,0,f,0,39,La mamá preparó la comida en la mesa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,18,,,,,,,,,,,,,,,,0.601125001907,0.552422046661,0.601125001907,0.315336942673,0.254408121109,0.91646194458,0.301057100296,0.23576593399,1.21751904488,0.268260955811,0.200046777725,1.48578000069,0.318059921265,0.254821062088,1.80383992195,0.299973011017,0.237545967102,2.10381293297,0.317734003067,0.25549697876,2.42154693604,0.318258047104,0.256596088409,2.73980498314,0.30034995079,0.237698078156,3.04015493393,0.234107017517,0.154752016068,3.27426195145,0.385390996933,0.324132919312,3.65965294838,0.35024189949,0.270967006683,4.00989484787,0.70045208931,0.621368169785,4.71034693718,0.418433904648,0.33725810051,5.12878084183,,,,0.736478090286,0.657207965851,5.86525893211,0.417653083801,0.336431980133,6.28291201591,,,,,f,1,0.522505998611,j,1,3.36489510536,,,,None,None,0.250864028931,0.188774108887,6.53377604485,0.834776878357,0.75562787056,7.3685529232,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,single_right,El chico guapo está bien solo ,0,0,0,1,j,0,258,El chico está contento sin novia.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,57,,,,,,,,,,,,,,,,0.651041030884,0.630851984024,0.651041030884,0.283318996429,0.237331151962,0.934360027313,0.318696975708,0.27155995369,1.25305700302,0.417448043823,0.373029947281,1.67050504684,0.25079202652,0.201451063156,1.92129707336,0.165375947952,0.13602399826,2.08667302132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.621775865555,f,0,1.9767780304,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,La cantante colocó el micrófono que usó en el escenario en su lugar después del concierto,1,1,0,0,f,0,31,La cantante no usó un micrófono durante el show.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,10,,,,,,,,,,,,,,,,0.652470111847,0.592204093933,0.652470111847,0.299823045731,0.233515977859,0.952293157578,0.217823982239,0.155594825745,1.17011713982,0.317898035049,0.251625061035,1.48801517487,0.283890008926,0.205505847931,1.77190518379,0.20109796524,0.121505022049,1.97300314903,0.417402982712,0.340299129486,2.39040613174,0.451995849609,0.390013933182,2.84240198135,0.283096075058,0.219399929047,3.12549805641,0.250956058502,0.185250043869,3.37645411491,0.165561914444,0.102082014084,3.54201602936,0.435817956924,0.354842185974,3.97783398628,0.3322930336,0.252645969391,4.31012701988,0.235080003738,0.169897079468,4.54520702362,,,,0.38364815712,0.318738937378,4.92885518074,0.235651016235,0.171188116074,5.16450619698,,,,,f,1,0.606621980667,j,1,2.84104609489,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_right,Cuando mi hermana maneja el carro mi papá camina a la oficina,0,0,0,0,j,0,237,Mi hermana tiene su propio carro.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,36,,,,,,,,,,,,,,,,0.500686883926,0.466207027435,0.500686883926,0.250389099121,0.187597036362,0.751075983047,0.232659816742,0.169158935547,0.983735799789,0.302367210388,0.251868009567,1.28610301018,0.250454902649,0.205710172653,1.53655791283,0.234325885773,0.17117190361,1.7708837986,0.266792058945,0.204455137253,2.03767585754,0.351526975632,0.288210868835,2.38920283318,0.315675020218,0.254199028015,2.70487785339,0.0847640037537,0.0378179550171,2.78964185715,0.301618099213,0.238833904266,3.09125995636,0.599447965622,0.535508871078,3.69070792198,,,,,,,,,,,,,,,,,,,,j,1,0.617161035538,j,1,2.89728808403,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,incongruent_left,a,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.652566194534,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_right,Las artistas colocaron el cuadro que su colega dejó en la pared en la oficina privada antes de su exhibición,1,1,0,0,j,0,38,La galería de arte estaba vacía cuando las artistas llegaron.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,17,,,,,,,,,,,,,,,,0.634007930756,0.575929880142,0.634007930756,0.517990112305,0.438431978226,1.15199804306,0.31858086586,0.239992141724,1.47057890892,0.250186920166,0.171331167221,1.72076582909,0.300776004791,0.221419095993,2.02154183388,0.267685174942,0.189565896988,2.28922700882,0.366905927658,0.288515090942,2.65613293648,0.318499088287,0.238420009613,2.97463202477,0.449990034103,0.367290973663,3.42462205887,0.251339912415,0.171818971634,3.67596197128,0.401196956635,0.323753118515,4.07715892792,0.384376049042,0.305431127548,4.46153497696,0.333091020584,0.255432128906,4.79462599754,0.23442697525,0.155719995499,5.02905297279,,,,0.234196901321,0.138998985291,5.26324987411,0.250566005707,0.172121047974,5.51381587982,,,,,j,1,0.454697847366,j,1,5.29669499397,,,,None,None,0.332566022873,0.235968828201,5.84638190269,0.251363992691,0.170361042023,6.09774589539,0.953634977341,0.872866153717,7.05138087273,0.350897073746,0.255058050156,7.40227794647,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,B,single_left,Siempre que da un concierto la artista canta sus canciones más conocidas,0,0,0,1,f,0,240,La artista siempre canta sus canciones recien salidas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,39,,,,,,,,,,,,,,,,0.465444087982,0.423005104065,0.465444087982,0.336477041245,0.288592100143,0.801921129227,0.283825874329,0.221024990082,1.08574700356,0.216878175735,0.153981208801,1.30262517929,0.267877817154,0.205338001251,1.57050299644,0.601138114929,0.535274028778,2.17164111137,0.282355070114,0.215978145599,2.45399618149,0.267395019531,0.203219890594,2.72139120102,0.352923870087,0.288759946823,3.07431507111,0.284035921097,0.218667030334,3.3583509922,0.417717218399,0.355053901672,3.7760682106,0.250755786896,0.187211036682,4.0268239975,,,,,,,,,,,,,,,,,,,,f,1,0.555227994919,j,1,2.89684104919,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Siempre que mi hermana sale el carro se queda sin gasolina,0,1,1,0,j,0,103,Mi hermana no rellena el tanque.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,68,68,21,,,,,,,,,,,,,,,,0.600621938705,0.565565109253,0.600621938705,0.267431020737,0.21773982048,0.868052959442,0.251121044159,0.188135147095,1.1191740036,0.215864896774,0.169517993927,1.33503890038,0.268423080444,0.221357822418,1.60346198082,0.300915956497,0.254558086395,1.90437793732,0.284287929535,0.239174127579,2.18866586685,0.3001101017,0.25448679924,2.48877596855,0.350162982941,0.285670042038,2.83893895149,0.335803985596,0.285526037216,3.17474293709,0.282886981964,0.236703872681,3.45762991905,,,,,,,,,,,,,,,,,,,,,,,j,1,0.539074897766,f,1,1.8390610218,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,307,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,69,69,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.48533987999,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Este año cuando gritaron el grito sonó hasta por las montañas,1,1,1,0,f,1,24,Se escuchó el grito desde lejos.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,70,70,3,,,,,,,,,,,,,,,,0.633350133896,0.590259075165,0.633350133896,0.335443973541,0.288640022278,0.968794107437,0.216880083084,0.171342849731,1.18567419052,0.249424934387,0.182626008987,1.43509912491,0.285786867142,0.239706993103,1.72088599205,0.316962003708,0.257128000259,2.03784799576,0.265697002411,0.201975107193,2.30354499817,0.419947147369,0.372581958771,2.72349214554,0.400022029877,0.336738824844,3.12351417542,0.216367959976,0.167631864548,3.33988213539,0.268385887146,0.220164060593,3.60826802254,,,,,,,,,,,,,,,,,,,,,,,f,1,0.506464958191,f,1,2.10961604118,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_right,Daniel metió el abrigo que su pareja dejó en la maleta en el clóset cuando regresaron,1,1,1,0,j,1,33,La pareja llevó un abrigo en su equipaje.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,71,12,,,,,,,,,,,,,,,,0.552110910416,0.506072044373,0.552110910416,0.267048120499,0.187471151352,0.819159030914,0.317245006561,0.254905939102,1.13640403748,0.268138885498,0.20476603508,1.40454292297,0.284437179565,0.22247505188,1.68898010254,0.283639907837,0.206423997879,1.97262001038,0.584553956985,0.504629135132,2.55717396736,0.334563016891,0.271224975586,2.89173698425,0.28392791748,0.222712039948,3.17566490173,0.299444198608,0.217934131622,3.47510910034,0.267578840256,0.201928853989,3.7426879406,0.250418186188,0.186671972275,3.99310612679,0.284735918045,0.219843149185,4.27784204483,0.335501909256,0.268865823746,4.61334395409,,,,0.132733106613,0.0705180168152,4.7460770607,0.266325950623,0.200922966003,5.01240301132,,,,,j,1,0.504877090454,f,1,1.92658901215,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,Cuando la artista pintó el cuadro cayó de la pared,1,1,0,0,f,0,27,El cuadro está colgado firmemente.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,72,6,,,,,,,,,,,,,,,,0.550951004028,0.51979804039,0.550951004028,0.316907167435,0.272013902664,0.867858171463,0.31671500206,0.271542787552,1.18457317352,0.283537864685,0.216834068298,1.46811103821,0.286051034927,0.238302946091,1.75416207314,0.383731126785,0.338251113892,2.13789319992,0.517946004868,0.453045129776,2.65583920479,0.299815893173,0.254096031189,2.95565509796,0.318996906281,0.270925045013,3.27465200424,0.267151117325,0.222455024719,3.54180312157,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.587187051773,j,1,1.7584168911,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,B,incongruent_left,Las chicas acomodaron la ropa que sus padres les dejaron en su cuarto dentro del clóset antes de dormir,1,1,1,0,f,1,36,Los padres doblaron la ropa para sus hijas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,73,15,,,,,,,,,,,,,,,,0.53337097168,0.475144147873,0.53337097168,0.366050004959,0.286618947983,0.899420976639,0.352473974228,0.284033060074,1.25189495087,0.234888076782,0.155513048172,1.48678302765,0.316987991333,0.235253095627,1.80377101898,0.251123905182,0.173670053482,2.05489492416,0.315773010254,0.234799861908,2.37066793442,0.319043159485,0.255528926849,2.6897110939,0.30086183548,0.222232818604,2.99057292938,0.266534090042,0.188178062439,3.25710701942,0.351300001144,0.267566919327,3.60840702057,0.334734916687,0.25448012352,3.94314193726,0.384579181671,0.305111885071,4.32772111893,0.350303888321,0.250357866287,4.67802500725,,,,0.602205038071,0.523148059845,5.28023004532,0.115648031235,0.037034034729,5.39587807655,,,,,f,1,0.740195989609,j,0,2.55890488625,,,,None,None,0.920363903046,0.857000112534,6.3162419796,0.417808055878,0.338230133057,6.73405003548,0.300498962402,0.22113609314,7.03454899788,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,j,B,congruent_left,La arquitecta guardó los planos en su bolsa,0,0,0,0,f,0,231,Los planos están en el archivero.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,74,74,30,,,,,,,,,,,,,,,,0.58621096611,0.55409693718,0.58621096611,0.267251968384,0.221862077713,0.853462934494,0.367657184601,0.323279857635,1.22112011909,0.265841960907,0.221590042114,1.48696208,0.283646821976,0.235146045685,1.77060890198,0.26731300354,0.218139886856,2.03792190552,0.285689115524,0.234221935272,2.32361102104,0.283952951431,0.237968921661,2.60756397247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.604740858078,j,1,1.92767977715,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,j,A,single_left,Mis hijas están saltando la cuerda en el jardín,0,0,0,1,f,0,226,A mis hijas no les gusta jugar en el jardín.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,55,,,,,,,,,,,,,,,,0.53336596489,0.497340917587,0.53336596489,0.316689014435,0.270516872406,0.850054979324,0.319159984589,0.271177053452,1.16921496391,0.267306089401,0.217161178589,1.43652105331,0.250725984573,0.201406002045,1.68724703789,0.45182800293,0.406168937683,2.13907504082,0.250973939896,0.204773187637,2.39004898071,0.384169101715,0.335204124451,2.77421808243,0.250280857086,0.203347921371,3.02449893951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.04119706154,j,1,2.47776198387,,,,None,None,,,,,,,,,,,,,,space,492.83378911,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.402230978012,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
,,1,,,Verdadero,Falso,f,A,congruent_right,a,0,0,0,0,j,0,304,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.407183170319,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,1,2,4,60.061145088560146,Dissertation,2018_Jul_18_1902,2,
