practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_13,IRI_FL_13,space_13,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,session,participant,level,frameRate,expName,date,group,
,,0,,,Verdadero,Falso,f,A,incongruent_right,a,0,0,1,0,j,0,315,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.7230219841,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,Siempre que la niña salta la cuerda le da por la cabeza,1,1,0,0,j,0,4,La niña se golpea cuando juega.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,3,,,,,,,,,,,,,,,,0.416551113129,0.384016990662,0.416551113129,0.266311883926,0.218196153641,0.682862997055,,,,,,,,j,1,0.624323129654,0.286198139191,0.238415002823,0.969061136246,0.299937963486,0.254650831223,1.26899909973,0.399801015854,0.353826999664,1.66880011559,0.601485967636,0.536848068237,2.27028608322,f,1,2.1755399704,,0.269403934479,0.220585823059,2.5396900177,0.399186134338,0.353704929352,2.93887615204,0.335775852203,0.287874221802,3.27465200424,0.415499925613,0.35126209259,3.69015192986,0.303112030029,0.25560593605,3.99326395988,0.416277170181,0.369147062302,4.40954113007,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,310,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.708917856216,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,A,congruent_left,La familia tenía una mesa antigua en el porche de su casa,0,0,0,0,f,0,201,La mesa antigua está en el comedor.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,30,,,,,,,,,,,,,,,,0.483854055405,0.450487136841,0.483854055405,0.233448982239,0.186224937439,0.717303037643,,,,,,,,f,1,0.538923978806,0.417956113815,0.374073982239,1.13525915146,0.316145896912,0.253315925598,1.45140504837,0.452172994614,0.403605937958,1.90357804298,0.401688098907,0.356884002686,2.30526614189,j,1,2.74490785599,,0.451664924622,0.405256986618,2.75693106651,0.500919103622,0.439014911652,3.25785017014,0.518172979355,0.471827030182,3.77602314949,0.468854904175,0.407842874527,4.24487805367,0.365482091904,0.28623008728,4.61036014557,0.584981918335,0.519548177719,5.1953420639,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,306,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.572442054749,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_right,Después de que llegué el maratón empezó inmediatamente,0,1,1,0,j,0,121,Llegué para ver el inicio de la carrera.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,20,,,,,,,,,,,,,,,,0.533849000931,0.473335027695,0.533849000931,0.267780065536,0.207226037979,0.801629066467,,,,,,,,j,1,0.607417106628,0.366811037064,0.305546998978,1.16844010353,0.367709875107,0.321905851364,1.53614997864,0.468538999557,0.406698942184,2.0046889782,0.350305080414,0.28932595253,2.35499405861,f,1,2.51054310799,,0.466732025146,0.420112133026,2.82172608376,0.452847957611,0.405541181564,3.27457404137,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los chicos acomodaron la manta que sus padres les dejaron dentro del clóset antes de dormir,0,1,1,0,f,0,136,Los chicos no usaron la manta.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,27,,,,,,,,,,,,,,,,0.517370939255,0.464329004288,0.517370939255,0.415499210358,0.351993083954,0.932870149612,,,,,,,,f,1,0.655634880066,0.234848976135,0.169892787933,1.16771912575,0.417984008789,0.355096101761,1.58570313454,0.485285997391,0.422538995743,2.07098913193,0.398975849152,0.332830905914,2.46996498108,j,1,1.84198284149,,0.403877019882,0.338436841965,2.87384200096,0.467263936996,0.389188051224,3.34110593796,0.485295057297,0.423814058304,3.82640099525,0.584138154984,0.522209882736,4.41053915024,0.53298997879,0.449487924576,4.94352912903,1.02019190788,0.953387022018,5.96372103691,0.435172080994,0.367465019226,6.3988931179,,,None,None,0.551954984665,0.471405029297,6.95084810257,0.384706020355,0.321989059448,7.33555412292,0.383276939392,0.321553945541,7.71883106232,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,Cuando la chica lava los platos se quedan bien sucios,1,1,0,0,f,0,9,La chica lava sin cuidado.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,8,,,,,,,,,,,,,,,,0.73347401619,0.699679136276,0.73347401619,0.518080949783,0.469483137131,1.25155496597,,,,,,,,f,1,1.55519390106,0.436777114868,0.385658025742,1.68833208084,0.451112985611,0.406134128571,2.13944506645,0.467330932617,0.406455993652,2.60677599907,0.466381072998,0.402464866638,3.07315707207,f,1,1.84346723557,,0.469486951828,0.405636072159,3.5426440239,0.449697971344,0.384570121765,3.99234199524,0.535726070404,0.487841844559,4.52806806564,0.485749006271,0.43709397316,5.01381707191,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_right,a,0,0,0,1,j,0,302,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.655761003494,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,Jimena duerme bien en la cama en su cuarto,0,0,0,0,f,0,205,La cama de Jimena es cómoda.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,34,,,,,,,,,,,,,,,,0.467833995819,0.437247037888,0.467833995819,0.367597103119,0.321536064148,0.835431098938,,,,,,,,f,1,0.538691997528,0.383234977722,0.33682012558,1.21866607666,0.485085964203,0.437159061432,1.70375204086,0.417480945587,0.370459079742,2.12123298645,0.46905708313,0.422726869583,2.59029006958,f,1,2.24280810356,,0.417999982834,0.373353004456,3.00829005241,0.367401123047,0.318823099136,3.37569117546,0.518248796463,0.457326889038,3.89393997192,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,314,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.670549869537,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,single_right,Cuando usó mi carro Jorge lo aparcó muy mal,0,0,0,1,j,0,212,No le presto mi carro a nadie.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,41,,,,,,,,,,,,,,,,0.500816106796,0.473259210587,0.500816106796,0.383379936218,0.338706016541,0.884196043015,,,,,,,,j,1,0.55540895462,0.533763170242,0.485141038895,1.41795921326,0.519302845001,0.472701787949,1.93726205826,0.553037166595,0.504832983017,2.49029922485,0.415163993835,0.369432210922,2.90546321869,j,1,2.67649793625,,0.451462984085,0.401973962784,3.35692620277,0.517211914062,0.469485044479,3.87413811684,0.484701871872,0.434859991074,4.35883998871,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,incongruent_left,a,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.590901851654,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_left,Los alumnos metieron la prueba que la maestra les dio en sus bolsas antes de irse,0,1,1,0,f,0,140,La maestra se quedó con las pruebas.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,29,,,,,,,,,,,,,,,,0.568938016891,0.526549100876,0.568938016891,0.317585945129,0.251373052597,0.886523962021,,,,,,,,f,1,0.585711956024,0.501350164413,0.439736127853,1.38787412643,0.634618997574,0.573415994644,2.02249312401,0.418726921082,0.35947394371,2.44122004509,0.4513630867,0.372035980225,2.89258313179,j,1,1.67600607872,,0.400009870529,0.339305877686,3.29259300232,0.502087116241,0.440592050552,3.79468011856,0.534933805466,0.473031044006,4.32961392403,0.434163093567,0.372164964676,4.76377701759,0.651802062988,0.589607954025,5.41557908058,0.349665880203,0.269208908081,5.76524496078,0.467766046524,0.403945207596,6.23301100731,,,None,None,0.419843912125,0.355744123459,6.65285491943,0.450884103775,0.373565196991,7.10373902321,0.398926973343,0.319132089615,7.50266599655,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,El reloj de mi mamá tiene diamantes pero le queda muy bien,0,0,0,0,j,0,223,Mi madre tiene un reloj bonito.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,52,,,,,,,,,,,,,,,,0.0362930297852,0.00236415863037,0.0362930297852,0.580809831619,0.536718845367,0.617102861404,,,,,,,,j,1,0.752540111542,0.434853076935,0.389340877533,1.05195593834,0.432664871216,0.368275880814,1.48462080956,0.501660108566,0.43594288826,1.98628091812,0.419378042221,0.372945070267,2.40565896034,f,1,1.74046707153,,0.451436042786,0.390208005905,2.85709500313,0.518147945404,0.455545186996,3.37524294853,0.399092912674,0.352890968323,3.77433586121,0.434103012085,0.384676933289,4.20843887329,0.485692977905,0.419656038284,4.6941318512,0.452464103699,0.387961864471,5.1465959549,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.722577095032,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,A,incongruent_right,Después de lavar la ropa Antonio prepara la cena,0,0,1,0,j,0,215,Antonio hace varios deberes por la noche.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,68,68,44,,,,,,,,,,,,,,,,0.0372722148895,0.00253391265869,0.0372722148895,0.631081819534,0.586920022964,0.668354034424,,,,,,,,j,1,0.657148838043,0.434049129486,0.388346910477,1.10240316391,0.501840829849,0.455078125,1.60424399376,0.485272169113,0.439758062363,2.08951616287,0.467360019684,0.421596050262,2.55687618256,f,0,6.9422390461,,0.432651042938,0.384405851364,2.98952722549,0.452168941498,0.401846885681,3.44169616699,0.419620037079,0.368818044662,3.86131620407,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_left,a,0,0,0,1,f,0,309,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,69,69,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.58721113205,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,El mesero vació el vino que los clientes dejaron en la mesa en el fregadero después de que se fueron,1,1,0,0,f,0,17,Los clientes se fueron sin tomar todo el vino. ,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,70,70,16,,,,,,,,,,,,,,,,0.599529981613,0.540775060654,0.599529981613,0.269278049469,0.186748027802,0.868808031082,,,,,,,,f,1,0.524197101593,0.314720153809,0.233434915543,1.18352818489,0.570510864258,0.505289077759,1.75403904915,0.867717981339,0.790483951569,2.62175703049,0.534142017365,0.452636957169,3.15589904785,j,0,3.79497909546,,0.386678934097,0.32216501236,3.54257798195,0.468059062958,0.370584011078,4.01063704491,0.467200040817,0.389526128769,4.47783708572,0.416620016098,0.3354408741,4.89445710182,0.586468935013,0.518872022629,5.48092603683,0.467950105667,0.405881166458,5.9488761425,0.534705877304,0.452068090439,6.48358201981,,,None,None,1.23742818832,1.15835809708,7.72101020813,0.632719993591,0.550394058228,8.35373020172,0.419485807419,0.355235099792,8.77321600914,0.450622081757,0.372973918915,9.2238380909,0.451698064804,0.371726036072,9.6755361557,0.518349885941,0.438533067703,10.1938860416,0.600362062454,0.51676607132,10.7942481041,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,A,single_left,El mecánico estará de vacaciones solo unos días,0,0,0,1,f,0,230,El mecánico viaja solo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,71,59,,,,,,,,,,,,,,,,0.617644071579,0.58876490593,0.617644071579,0.316754817963,0.251259088516,0.934398889542,,,,,,,,f,1,0.488594055176,0.451659202576,0.406602144241,1.38605809212,0.333577871323,0.288021087646,1.71963596344,0.401947975159,0.356642007828,2.1215839386,0.535151004791,0.486620903015,2.65673494339,f,1,3.46431088448,,0.417232990265,0.36959195137,3.07396793365,0.399995088577,0.354236841202,3.47396302223,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,72,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,A,congruent_right,Jorge puso las monedas que traía en su abrigo en la mesa cuando regresó a su casa,1,1,0,0,j,0,12,Las monedas de Jorge están en su abrigo.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,73,11,,,,,,,,,,,,,,,,0.452066898346,0.409240007401,0.452066898346,0.2679271698,0.188220024109,0.719994068146,,,,,,,,j,1,0.552845954895,0.451856851578,0.390451908112,1.17185091972,0.283159017563,0.21898317337,1.45500993729,0.501738071442,0.418030023575,1.95674800873,0.400807857513,0.321825027466,2.35755586624,j,1,2.25690102577,,0.399831056595,0.335186004639,2.75738692284,0.452510118484,0.388159036636,3.20989704132,0.400699853897,0.321301937103,3.61059689522,0.552571058273,0.489147186279,4.16316795349,0.365863084793,0.30216884613,4.52903103828,0.435446977615,0.367774963379,4.9644780159,0.367929935455,0.2863509655,5.33240795135,,,None,None,0.334620952606,0.271265983582,5.66702890396,0.534654140472,0.470146894455,6.20168304443,0.266662836075,0.201925992966,6.46834588051,2.30571818352,2.24254012108,8.77406406403,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_right,Cuando mi madre lavaba la ropa quedaba muy limpia,1,1,0,0,j,0,8,Mi madre me ayuda con el lavado de ropa.,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,74,74,7,,,,,,,,,,,,,,,,0.466257095337,0.426707029343,0.466257095337,0.249903917313,0.203264951706,0.71616101265,,,,,,,,j,1,0.739562034607,0.268877029419,0.221944093704,0.985038042068,0.284162998199,0.225036144257,1.26920104027,0.351232051849,0.306489944458,1.62043309212,0.367739915848,0.322250127792,1.98817300797,j,0,4.49464893341,,0.423755168915,0.363446950912,2.41192817688,0.376128911972,0.317698955536,2.78805708885,0.887275934219,0.837025165558,3.67533302307,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,j,B,congruent_right,Después de que la arquitecta empezó los planos se volvieron más sencillos,1,1,0,0,j,0,22,Los planos siempre fueron muy sencillos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,0.467702865601,0.417948961258,0.467702865601,0.335402011871,0.274012088776,0.803104877472,,,,,,,,j,1,0.537949085236,0.350013971329,0.287400960922,1.1531188488,0.435279130936,0.373278141022,1.58839797974,0.432861089706,0.368537187576,2.02125906944,0.435815811157,0.372441053391,2.4570748806,j,1,1.82393217087,,1.22029018402,1.14271783829,3.67736506462,0.550944805145,0.489685058594,4.22830986977,0.550366163254,0.488069057465,4.77867603302,0.467741966248,0.4028840065,5.24641799927,0.550920963287,0.484775066376,5.79733896255,0.47039604187,0.422137975693,6.26773500443,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,space,335.559649944,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,single_left,Mi celular se me rompió cuando se me cayó al piso,0,0,0,1,f,0,252,Mi celular ya está roto.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,51,,,,,,,,,,,,,,,,0.433828115463,0.403841018677,0.433828115463,0.449449777603,0.385411977768,0.883277893066,,,,,,,,f,1,0.568649053574,0.468560218811,0.418693780899,1.35183811188,0.351460933685,0.304345846176,1.70329904556,0.467314958572,0.420212984085,2.17061400414,0.402095079422,0.356667995453,2.57270908356,f,1,5.38611698151,,0.385017871857,0.336917161942,2.95772695541,0.415512084961,0.368340969086,3.37323904037,0.367759943008,0.317595005035,3.74099898338,0.401479005814,0.336888074875,4.1424779892,0.368812084198,0.32088303566,4.51129007339,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,B,incongruent_left,Los estudiantes metieron la tarea que la maestra les dio en la clase en sus bolsas antes de irse,1,1,1,0,f,1,40,La maestra se quedó con la tarea de los alumnos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,19,,,,,,,,,,,,,,,,0.433346033096,0.380058050156,0.433346033096,0.232808113098,0.166481971741,0.666154146194,,,,,,,,f,1,0.670012950897,0.251224994659,0.186260938644,0.917379140854,0.368804931641,0.301839828491,1.28618407249,0.484195947647,0.421584844589,1.77038002014,0.399158000946,0.317940950394,2.16953802109,j,1,2.82974004745,,0.352562189102,0.28812789917,2.52210021019,0.432627916336,0.351186037064,2.95472812653,0.270222902298,0.205110788345,3.22495102882,0.366438150406,0.284793138504,3.59138917923,0.267848968506,0.189528226852,3.85923814774,0.350970029831,0.272339105606,4.21020817757,0.401254892349,0.335279941559,4.61146306992,,,None,None,0.331804990768,0.251443147659,4.94326806068,0.420330047607,0.356023073196,5.36359810829,0.466317892075,0.386336088181,5.82991600037,0.3855240345,0.304656982422,6.21544003487,0.416045188904,0.352741956711,6.63148522377,0.552395820618,0.469043016434,7.18388104439,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,1,,,Verdadero,Falso,f,A,congruent_left,a,0,0,0,0,f,0,307,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.539416074753,,,,,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,incongruent_right,El chico toca el violín raro,0,0,1,0,j,0,257,El chico no sabe tocar bien.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,56,,,,,,,,,,,,,,,,0.415871858597,0.395100831985,0.415871858597,0.232846975327,0.200824975967,0.648718833923,,,,,,,,j,1,0.573122024536,0.251222133636,0.218399047852,0.89994096756,0.233783960342,0.201641082764,1.1337249279,0.353209972382,0.318485021591,1.48693490028,0.35062789917,0.32178902626,1.83756279945,f,1,2.49457502365,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,f,B,single_right,Cuando los amigos tienen una fiesta todos toman vino o cerveza,0,0,0,1,j,0,242,Mis amigos no toman whisky en las fiestas.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,41,,,,,,,,,,,,,,,,0.416622877121,0.380309820175,0.416622877121,0.217247009277,0.17123913765,0.633869886398,,,,,,,,None,0,,0.248834133148,0.184942960739,0.882704019547,0.268024921417,0.220235109329,1.15072894096,0.3515188694,0.287550926208,1.50224781036,0.383381128311,0.31852889061,1.88562893867,j,0,7.83840703964,,0.319483041763,0.272529840469,2.20511198044,0.325918912888,0.266844987869,2.53103089333,0.358200073242,0.304693937302,2.88923096657,0.318635940552,0.273843050003,3.20786690712,0.398773908615,0.332576990128,3.60664081573,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
,,0,,,Verdadero,Falso,j,B,incongruent_right,El grupo musical que tocó en el salón de conciertos era muy bueno,0,0,1,0,j,0,233,El grupo no tocaba bien.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,32,,,,,,,,,,,,,,,,0.433008909225,0.388068199158,0.433008909225,0.232748985291,0.167637109756,0.665757894516,,,,,,,,j,1,0.587479114532,0.235742092133,0.189352989197,0.901499986649,0.315635919571,0.253350019455,1.21713590622,0.335850954056,0.287561893463,1.55298686028,0.383028030396,0.320602178574,1.93601489067,j,1,2.56091284752,,0.335983991623,0.271620035172,2.27199888229,0.350285053253,0.288084030151,2.62228393555,0.4014980793,0.338603973389,3.02378201485,0.350766897202,0.271789073944,3.37454891205,0.467983007431,0.405417919159,3.84253191948,0.349453926086,0.287297964096,4.19198584557,0.484908103943,0.43608880043,4.67689394951,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,59.31824320979797,Dissertation,2018_Jul_18_1614,1,
